account number,ward,license number,legal name,address,zip code
25290,27,2216847,BERGER BROTHERS INC,1176 N CHERRY AVE,60622
277313,39,1495039,GRASSHOPPER HEALTHY FAMILY INC,6324 N MILWAUKEE AVE,60646
377063,39,2198288,"DIGITECH DENTAL LABORATORY, INC.",4801 W PETERSON AVE 3RD 300 A,60646
33747,35,2523085,"MADDOCK INDUSTRIES, INC",3435 N KIMBALL AVE 1ST 100,60618
471045,12,2757403,david aviles,"4100 S ASHLAND AVE  463,464",60609
26910,2,11979,CONSTANTINA DE LATORRE,1532 N ASHLAND AVE,60622
394717,11,2364281,"NEW HAIR N BEYOND, INC.",2901 S WALLACE ST 1ST,60616
470933,12,2757254,Manuel Juarez,4100 S ASHLAND AVE  SP C88,60609
274560,27,2780982,"DESIGN WITHIN REACH, INC",1100 W FULTON MARKET   FIRST FLOOR,60607
315798,1,1816824,"WITH A LEMON, LLC",1937 W DIVISION ST 1 1,60622
40548,1,2363819,FORSITE INC,1286 N MILWAUKEE AVE 1,60622
468573,43,2738525,"FQ, French Quiche, LLC",2210 N HALSTED ST 1ST AND BASEMENT,60614
17588,39,52079,P & P AMOCO INC,4000 W PETERSON AVE,60646
1753,45,1276975,"ENM DIGITAL COUNTERS, CO.",5617 N NORTHWEST HWY,60646
471530,31,2758081,LUXE DE LEUR LLC,3012 N CENTRAL AVE,60634
471343,12,2757820,Gabriel Lopez,4100 S ASHLAND AVE,60609
222071,32,1196558,THE MONAL MART CORPORATION,1758 W WABANSIA AVE 1,60622
245810,39,1243635,TRUE TAX & PRO ACCOUNTING INC,6138 N MILWAUKEE AVE,60646
397,2,2019,"1555 CLUB, INC.",1555 N DAYTON ST,60642
470727,35,2754112,"leon corporation, inc",4461 N PULASKI RD,60630
55414,1,2215691,ERIE NEIGHBORHOOD HOUSE,1701 W SUPERIOR ST 1ST & LOWER LEVEL,60622
471583,12,2758172,Carlos Rivera,"4100 S ASHLAND AVE 1ST 801 ,66,40",60609
29190,1,21077,SCHWARTZ EYE CARE,749 N ASHLAND AVE 1ST,60622
470865,12,2757180,Andres Rodriguez,4100 S ASHLAND AVE 1ST 30,60609
33448,39,2215589,ALL ABOARD LEARNING EXPRESS,4008 W ROSEMONT AVE  1ST F,60646
292474,1,1905356,"JORDAN'S FOOD OF DISTINCTION, INC.",1551 W THOMAS ST,60642
432466,10,2631406,NORA MEDINA,10536 S AVENUE H,60617
430918,28,2757539,BABA'S HALAL FAMOUS STEAKS & LEMONADE INC.,3407 W MADISON ST  1/2,60624
432590,2,2631718,FORWARD TECHNOLOGIES CORPORATION,747 N LA SALLE DR 5 500B,60654
397,2,2017,"1555 CLUB, INC.",1555 N DAYTON ST,60642
345539,27,2506706,"NATIONAL COLLEGIATE SCOUTING ASSOCIATION, LLC",1333 N KINGSBURY ST 4TH 4TH FLOOR,60642
409989,4,2738645,HZ OPS HOLDINGS INC,300 E 35TH ST,60616
288607,39,1578762,"SMAKTAK, INC",5961 N ELSTON AVE,60646
471159,12,2757569,Victor Santilli,4100 S ASHLAND AVE  953,60609
204857,45,2595161,"RUB-A-DUB DOG, INC.",6141 N ELSTON AVE,60646
294676,1,1619753,"CHICAGO AVENUE SALON, LTD",1941 W CHICAGO AVE,60622
357299,33,2069528,"RODRIGUEZ SILVA, INC.",3132-3142 N CALIFORNIA AVE 1ST,60618
49937,1,2616363,"1520 N. DAMEN, INC.",1520 N DAMEN AVE 1ST,60622
471360,12,2757839,Luis Manjarrez,4100 S ASHLAND AVE 1ST 362,60609
266211,1,1382280,"CHICAGO STONEHENGE, INC.",1469 N MILWAUKEE AVE,60622
46762,2,1770870,SOUND SPECIALISTS INC,1661 N ELSTON AVE 1ST FLOOR,60622
470790,12,2754203,Epifanio Brito,4100 S ASHLAND AVE  133,60609
20875,1,67920,"CHAISE LOUNGE, INC.",1383 N MILWAUKEE AVE 1ST,60622
432139,41,2630933,AJP K&K JV LLC,11601 W TOUHY AVE  TERMINAL 2,60666
432601,45,2631737,"SIGN STUDIO USA, LIMITED",3645 W IRVING PARK RD 1ST,60618
39310,26,2214205,CARLOS LEON,1032 N CALIFORNIA AVE 1ST,60622
375833,2,2196763,DIVISION WINGS & FRIES INC.,47 W DIVISION ST 1 1,60610
10047,35,2647855,"PORTILLO'S HOT DOGS, LLC",3343 W ADDISON ST 1,60618
431201,45,2626178,DSD DELI LLC,5205 N MILWAUKEE AVE 1ST STOREFRONT,60630
29369,27,21797,VICTOR DAMATO,1125 W GRAND AVE  1ST,60642
342684,25,2359772,"TANG'S RESTAURANT, INC.",1826 S CANAL ST 1,60616
336505,1,1927479,"PAULYS PIZZARIA GRAND, INC.",1746 W GRAND AVE 1 1,60622
20875,1,67921,"CHAISE LOUNGE, INC.",1383 N MILWAUKEE AVE 1ST,60622
411307,20,2496332,LINDA LOUYOUNG SO,6535 S HALSTED ST 1 G,60621
6685,27,1898459,GABRIEL LABORATORIES LIMITED,1421 N ELSTON AVE 1ST,60622
22377,39,1899731,QUEST DIAGNOSTICS LLC,4801 W PETERSON AVE 2ND 205,60646
410380,31,2569564,"S & L Wings, LLC",3046 N CENTRAL AVE,60634
470740,12,2754135,Maria Martinez,4100 S ASHLAND AVE  206,60609
338873,1,2208067,"LEE & K LAUNDRY, INC.",1055 N WESTERN AVE 1ST,60622
63699,27,2214483,SAMUEL P OUSHANA,1343 W HUBBARD ST # 1ST,60642
302659,32,2184536,"MY VET ANIMAL HOSPITAL, LLC",1643 W CORTLAND ST,60622
471268,12,2757739,mario Gabarin,4100 S ASHLAND AVE  OUTDOOR,60609
409885,49,2488848,TAWANI PROPERTY MANAGEMENT LLC,7361 N GREENVIEW AVE 1ST,60626
203814,1,1045743,"CHIPP INN, INC.",832 N GREENVIEW AVE,60642
212127,1,1948253,"DUSTY GROOVE, INC.",1120 N ASHLAND AVE 1ST,60622
471434,1,2757962,Martin Aspera,1112 N ASHLAND AVE  1F,60622
33825,26,38964,ROBERTA NOWAKOWSKI INC,948 N WESTERN AVE 1ST,60622
471063,12,2757416,Yaser Hammad,4100 S ASHLAND AVE,60609
319559,45,1840920,"ROSE NAILS-HN, INC.",5787 N MILWAUKEE AVE 1ST,60646
390179,42,2328140,SHAKE SHACK CHICAGO OHIO STREET LLC,66 E OHIO ST 1,60611
471374,12,2757855,Enrique Garista,4100 S ASHLAND AVE 1ST OUT/INDOOR,60609
376628,24,2196476,MIDTOWN MECHANICAL CORPORATION,4533 W LEXINGTON ST,60624
432266,30,2631106,JOSEPH BLUMKA,2508 N MONITOR AVE,60639
405415,2,2463599,"1600 N. MILWAUKEE VENTURES, LLC",1600-1618 N MILWAUKEE AVE 1-13,60647
347313,27,1997592,"The Jellyvision Lab, Inc",848 W EASTMAN ST 1ST 104,60642
317383,2,1820656,"AJD RESTAURANT GROUP, LLC",1501 N DAYTON ST 1,60622
394473,7,2363609,K - Jazz Beauty Supply Corporation,2660 E 79TH ST 1ST FL C,60649
65369,2,1518146,2RZ ARCHITECTURE INC,1629 N ELSTON AVE,60642
404094,28,2447173,SYMPHONY JACKSON SQUARE LLC,5130 W JACKSON BLVD,60644
31765,45,2214057,SAM A RUBBO,5605 N MILWAUKEE AVE,60646
470749,12,2754144,Maria Carrion,4100 S ASHLAND AVE 1ST 202,60609
393969,42,2621610,SUMMIT EXPEDITED LOGISTICS INC.,55 W MONROE ST 35 3590,60603
352122,31,2392057,ROOFTOPIA LLC,4200 W DIVERSEY AVE 1,60639
256500,19,2703519,"MIDWEST INTERSTATE TECHNOLOGIES, INC.",1811 W 103RD ST,60643
376529,46,2196302,"HUERTA - GALICIA, LTD",4761 N CLARK ST 1ST,60640
85623,27,1223271,BIGANE PAVING CO,935 W CHESTNUT ST 1ST 100,60642
56762,1,1843754,JEONG S KIM,1321 N MILWAUKEE AVE 1ST,60622
24952,1,2184540,JOSEPH LUKA,2105 W CHICAGO AVE 1ST,60622
14070,23,51818,"SCI ILLINOIS SERVICES, INC.",6620 W ARCHER AVE 1ST,60638
471167,12,2757583,Jorge Munoz Teran,4100 S ASHLAND AVE 1ST OUT/IN,60609
349140,45,2215181,"TRUSTY AUTO, INC.",5611 N NORTHWEST HWY 1,60646
470878,12,2757183,Lazaro Ordonez,4100 S ASHLAND AVE OUTSIDE #919,60609
376922,43,2197054,"Halsted Flowers, LLC",2725 N HALSTED ST 1ST,60614
324899,1,1879149,JOHN LOUIS HERRERA,1579 N MILWAUKEE AVE 2ND 206,60622
14379,27,31604,TWEETEN FIBRE CO INC,1756 W HUBBARD ST,60622
53551,1,30473,DAVID KIM,1284 N MILWAUKEE AVE  1,60622
376475,39,2215449,"BRYN MAWR & KEDZIE AUTO SERVICE, INC.",5604 N JERSEY AVE 1ST,60659
471008,3,2757360,BIS Consultants LLC,1334 S INDIANA AVE,60605
63151,27,15978,ORESTES GARCIA,1600 W VAN BUREN ST  1,60612
338276,2,1938061,"MIKE'S FURNITURE & APPLIANCES, LLC",1251 N ASHLAND AVE 1,60622
469043,27,2744752,"BIAN CHICAGO, LLC",600 W CHICAGO AVE LL-1,60654
429339,22,2615702,ST JOHN GROUP INCORPORATED,3933-47 W OGDEN AVE,60623
62766,26,6321,RAMON CLAUDIO,900 N FRANCISCO AVE 1ST,60622
25386,39,6412,ROBERT J SMITH FUNERAL HOMES,6150 N CICERO AVE 1ST,60646
411010,49,2495891,NEW STYLE COMFORT CORP.,7010 N CLARK ST 1,60626
266211,1,1382281,"CHICAGO STONEHENGE, INC.",1469 N MILWAUKEE AVE,60622
410825,33,2493338,LEE'S HERBS LLC,4759 N KEDZIE AVE 2ND 104,60625
469132,6,2744857,CHARLES JOHNSON,7810 S RHODES AVE,60619
470730,15,2754122,Back of the Yards Algae Sciences LLC,1400 W 46TH ST 3 303,60609
471317,12,2757783,OMAR MILTON CABRERA -GALLARDO,4100 S ASHLAND AVE SPACE # 72,60609
471193,31,2757620,TIRE ZONE II INC,2856-2858 N CICERO AVE 1ST,60641
351607,35,2368340,Agent Gallery Chicago LLC,3903 W FULLERTON AVE 1,60647
471263,12,2757732,Flabio Herrera,4100 S ASHLAND AVE  175,60609
470861,12,2757175,Jose Loza,4100 S ASHLAND AVE 0 364-365,60609
321612,3,2405452,METROPOLITAN TENANTS ORGANIZATION,1727 S INDIANA AVE GARDEN G03,60616
351318,1,2021937,"Time Bandits, LLC",1462 N MILWAUKEE AVE 1,60642
409989,48,2555883,HZ OPS HOLDINGS INC,6340 N BROADWAY,60660
470339,8,2753650,ROBERT WILLIS,7649 S BENNETT AVE,60649
394118,10,2362725,BRADFORDS HVAC & APPLIANCE REPAIR COMPANY,9133 S BUFFALO AVE  3E,60617
10226,27,1119686,GIORGIO VENTOLA FILM INC.,1105 W CHICAGO AVE,60642
277377,45,1937938,BENCHMARK HEALTH CORP,5936 N MILWAUKEE AVE 1ST,60646
336603,1,2438079,TOBACCO CITY 1 INC.,1756 W CHICAGO AVE,60622
470930,12,2757251,Maria Lares,4100 S ASHLAND AVE 0 154,60609
471179,12,2757599,Magdaleno romero,"4100 S ASHLAND AVE 1ST 176,177",60609
314626,48,2390917,ITO INCORPORATED,6009 N BROADWAY  1,60660
550,27,43811,HERNER-GEISSLER WOODWORKING,400 N HERMITAGE AVE,60622
471382,12,2757862,JOSE VICTOR JUAREZ HERNANDEZ,4100 S ASHLAND AVE  918,60609
13090,42,1954329,Levy (Events) Limited Partnership,315 N LA SALLE DR 1,60654
212259,42,2542694,"ECLECTIK DESIGN, LLC.",161 N CLARK ST 16TH 1600,60601
427009,28,2595078,EPIPHANY PARTNERS LLC,201-211 S ASHLAND AVE 1,60607
471091,12,2757452,Lilia Ocampo,4100 S ASHLAND AVE  79,60609
24023,32,281,"DONMAR, INC.",1645 W CORTLAND ST 1,60622
21757,27,2354313,"ANCHOR MECHANICAL, INC.",255 N CALIFORNIA AVE 1,60612
470839,12,2757150,guadalupe hernandez,4100 S ASHLAND AVE  OUTDOOR,60609
471078,12,2757436,Erick Alcocer,4100 S ASHLAND AVE,60609
85471,1,47989,"SAHAR FOODS, INC.",1759-1761 W DIVISION ST,60622
432107,45,2631110,OZZY TRUCK REPAIR INC.,4258 N KNOX AVE,60641
470913,2,2757233,"CENTRIC International, Inc.",875 N MICHIGAN AVE 36 3600,60611
15679,1,2232840,PONTIAC PRODUCE COMPANY,1531 N DAMEN AVE 1,60622
471549,42,2758103,Teach Different Inc,60 E MONROE ST 16 1606,60603
261052,2,1351616,"AD MEDICAL SUPPLY, INC.",1525 W HOMER ST 1ST 101,60642
470964,12,2757287,Pedro Martinez,4100 S ASHLAND AVE 1 50,60609
371702,32,2152514,"VISHU FOOD, INC.",3235 W FULLERTON AVE,60647
411243,49,2496225,MADO AFRICAN HAIR BRAIDING SALON INC.,7112 N CLARK ST 1,60626
471090,31,2757449,Noelia Valentin,2561 N CICERO AVE FIRST,60639
376458,21,2559701,JACKIE NGUYEN,205 W 87TH ST,60620
430771,10,2622208,LOS TRES AMIGOS #2 LLC,3335 E 106TH ST 1ST,60617
18156,1,2032886,2053 W. DIVISION INC.,2053 W DIVISION ST 1,60622
208198,2,2601062,"INA MAE TAVERN & PACKAGED GOODS, INC.",1415 N WOOD ST LL & 1,60622
47985,27,78377,SALMANS & ASSOCIATES INC,1126 W CHESTNUT ST 1ST,60642
409885,42,2488836,TAWANI PROPERTY MANAGEMENT LLC,104 S MICHIGAN AVE 5TH 500,60603
394465,42,2363595,"MATTER, INC.",200 E RANDOLPH ST 6 6300,60601
51726,27,2522648,CONSOLIDATED ELEC DISTR INC,1721 W GRAND AVE 1ST,60622
465236,45,2708724,HELLAS RESTAURANT GROUP LLC,3732-3734 W IRVING PARK RD,60618
328849,1,1938581,"JACKSON JUNGE, INC.",1389 N MILWAUKEE AVE 1,60642
286267,45,2475828,GREYSTONE RECOVERY GROUP CORP.,5864 N MILWAUKEE AVE 1,60646
14070,36,51819,"SCI ILLINOIS SERVICES, INC.",6901 W BELMONT AVE 1ST,60634
394373,23,2363299,LIAO & MA INC.,5411 S HARLEM AVE 1ST,60638
469897,2,2749729,"VEG ROCKETSHIP, LLC",755 W NORTH AVE,60610
3681,39,36195,"MEE MAH, INC.",4032 W PETERSON AVE # 1ST,60646
353309,26,2033135,"PUERTO RICO FOOD & LIQUORS, INC.",2559 W AUGUSTA BLVD 1ST,60622
229871,18,2064375,MOTAZ AHMED GHARIB,8058 S KEDZIE AVE 1ST,60652
263712,1,1679707,JANIK'S SUBS INC.,2011 W DIVISION ST,60622
19135,26,60765,CASA CENTRAL SOCIAL SERVICES CORPORATION,1343 N CALIFORNIA AVE,60622
208198,2,2601063,"INA MAE TAVERN & PACKAGED GOODS, INC.",1415 N WOOD ST LL & 1,60622
409357,41,2487935,"MYD HOLDINGS, LLC - C",11601 W TOUHY AVE CON C T-1,60666
471365,33,2757843,"Roeper Events, LLC",4532 N MANOR AVE 2,60625
260728,27,2214747,HALSTED AUTO REPAIR INC,1000-1014 N HALSTED ST,60622
46278,2,1679535,"MCCATHAY TIMBER, INC.",1529 W ARMITAGE AVE  200,60622
294177,41,1823394,"HAPPY FOODS, INC.",6783 N NORTHWEST HWY 1,60631
15679,1,2232841,PONTIAC PRODUCE COMPANY,1531 N DAMEN AVE 1,60622
27723,2,2213966,"EURO AUTO PLEX, INC",1533 N ASHLAND AVE,60622
409989,49,2594606,HZ OPS HOLDINGS INC,1959 W HOWARD ST,60626
314626,27,1968898,ITO INCORPORATED,1550 N KINGSBURY ST 1,60642
470578,28,2753918,"ROOSEVELT OPERATIONS, INC.",1539-1559 W ROOSEVELT RD,60608
323747,26,2192487,MARILYN NIEVES,1304 N WESTERN AVE 1ST,60622
471124,12,2757534,Sandra Franco,4100 S ASHLAND AVE  OUTDOOR,60609
296081,11,1998883,"SOUTH HALSTED STREET, LLC",1257 S HALSTED ST 1 37,60607
40677,1,2214226,GRAND AUTO CENTER INC,1401 W GRAND AVE 1ST,60642
45357,41,71213,"JAMES M MCCARTHY & ASSOCIATES, INC",5330 W DEVON AVE 1ST,60646
432532,50,2631486,Rogers Park Geographics LLC,2452 W JARVIS AVE,60645
213385,1,1140799,AARON J GANG PHOTOGRAPHY,1016 N ASHLAND AVE,60622
390179,42,2328141,SHAKE SHACK CHICAGO OHIO STREET LLC,66 E OHIO ST 1,60611
314041,1,1800783,THE PERCH KITCHEN & TAP INC.,1932 W DIVISION ST 1,60622
348088,27,2429062,DOMAINE CHICAGO LLC,1000 N NORTH BRANCH ST 1,60642
260802,32,2483637,"COMCAST OF CHICAGO, INC.",3128 N ASHLAND AVE,60657
15899,27,40085,THE MATCHBOX ON MILWAUKEE LLC,770 N MILWAUKEE AVE 1ST,60642
432675,21,2631834,INNER BEAUTY ME LLC,8012 S ASHLAND AVE 1 CS,60620
28807,27,19581,4 3 9 NIGHT CLUB INCORPORATED,439 N OGDEN AVE 1ST,60642
17588,39,52078,P & P AMOCO INC,4000 W PETERSON AVE,60646
24023,32,282,"DONMAR, INC.",1645 W CORTLAND ST 1,60622
411009,43,2511953,"BARRY'S BOOTCAMP US, LLC",1933 N HALSTED ST 1ST,60614
406609,42,2492240,MR HIRMAN LLC,520 N MICHIGAN AVE 3 320,60611
469444,25,2749004,LAZURDE DOLLAR GENERAL INC,2021 W CERMAK RD 1ST FLOOR,60608
15369,27,37201,LAKESIDE CONSTRUCTION INC,820 N PEORIA ST 1ST,60642
330472,1,1985390,URBAN OUTFITTERS WEST LLC,1521 N MILWAUKEE AVE 1ST AND 2ND,60622
317383,2,2021605,"AJD RESTAURANT GROUP, LLC",1501 N DAYTON ST 1,60622
470535,28,2753860,TYRONE KIMBLE,3824 W CONGRESS PKWY,60624
286502,1,1573944,JAI JALARAM ENTERPRISES INC,1300 N ASHLAND AVE  P,60622
24481,41,2204495,SEMKO INC,6259 W TOUHY AVE 1ST,60646
306412,2,1738104,"MOHIL ENTERPRISES, LLC",1400 W DIVISION ST,60622
81907,27,86616,"KARRAS & ASSC., INC.",1060-1062 W CHICAGO AVE 1ST,60642
34004,1,2214110,ORLANDO AUTO TOP INC,641 N ASHLAND AVE 1ST,60622
348887,26,2026329,"Granite Design of Midwest, Inc",945 N CALIFORNIA AVE 1ST,60622
88619,1,87119,"RAMBUTAN, LLC",2049 W DIVISION ST 1ST,60622
27605,39,14808,ALDEN BENNETT CONSTRUCTION CO,4200 W PETERSON AVE 1ST #,60646
470914,12,2757234,Jose Eduardo Romero,4100 S ASHLAND AVE 1ST FLOOR 428-430,60609
314626,42,2373596,ITO INCORPORATED,255 E GRAND AVE 1,60611
24685,1,3283,"M. L. RESTAURANT & LOUNGE, INC.",1649 W DIVISION ST ST,60622
331845,1,1908429,"DOVETAIL CHICAGO, LLC",1452 W CHICAGO AVE,60642
432582,6,2631709,"PARK PLAZA SERVICES, INC.",8300 S DR MARTIN LUTHER KING JR DR,60619
292097,1,1596925,URBAN EYECARE INC.,1515 N MILWAUKEE AVE,60622
29220,1,21231,RAINBO CLUB INC,1150 N DAMEN AVE,60622
63588,1,26548,ELITE CAR WASH INC,823 N WESTERN AVE  1ST,60622
16055,2,41099,DIVISION & NOBLE AMOCO,1334 W DIVISION ST 1ST,60622
63378,26,22448,CHICAGO MOTORS INC,2552 W CHICAGO AVE 1ST,60622
246600,27,1245246,"PEDOTA, INC.",1120 W GRAND AVE,60642
471114,17,2757522,active contracting inc,7721 S ASHLAND AVE,60620
26386,45,10325,JOHN E STEWART,5726 N NORTHWEST HWY,60646
350118,1,2014208,"WORN, INC.",1318 N MILWAUKEE AVE 1ST FLOOR,60622
325360,1,1879922,"G. D. & J. D. PIZZA POWER, INC",1518 W CHICAGO AVE 1,60642
283094,26,2214829,"M & R AUTO BODY REPAIR, INC.",2602 W CHICAGO AVE,60622
423200,6,2569264,"71ST & STATE FOOD & LIQUOR, INC.",7131-7133 S STATE ST 1,60619
28008,22,2712216,"HENEGHAN WRECKING & EXCAVATING CO., INC.",4201 W 36TH ST  BUILDING A,60632
324368,26,1875123,MALIM INCORPORATED,2405 W AUGUSTA BLVD 1ST,60622
471203,16,2757624,ROSA I PEREZ PEREZ,3143 W 59TH ST 1,60629
33825,26,2233070,ROBERTA NOWAKOWSKI INC,948 N WESTERN AVE 1ST,60622
393544,25,2358703,"JEREZ PRODUCE, INC.",2525 S BLUE ISLAND AVE 1ST 102,60608
263712,1,1356941,JANIK'S SUBS INC.,2011 W DIVISION ST,60622
247121,1,2141407,"O' DADDY, LLC",1804-1806 W DIVISION ST 1,60622
394669,50,2627324,MEDSTAR DIAGNOSTIC SERVICES INCORPORATED,6374 N LINCOLN AVE  310,60659
18886,1,1069910,"DU FLO, INC.",1434 W CHICAGO AVE 1ST,60642
431665,19,2626956,RAINBOW CONE LLC,9233 S WESTERN AVE,60620
207074,27,1092172,"IGUANA CAFE, INC.",517-519 N HALSTED ST,60642
470822,25,2757136,JOSE'S ZUMBA FITNESS L.L.C.,1901 S ALLPORT ST 1F,60608
347467,1,1997894,"KANTIPUR GROUP, LLC",1414 N MILWAUKEE AVE 1,60622
242767,27,1224343,M & D INVESTMENTS,1355 W CHICAGO AVE,60642
41141,30,2622923,SARA J. JOHNS,5732 W BELMONT AVE,60634
468667,20,2738718,"Benchmark Chicago UCR, LLC",1201 E 60TH ST LL-10,60637
267197,32,1403523,M.T.K. INC,1935 W ARMITAGE AVE,60622
466346,42,2753530,"ONE PARKING 722, INC.",10-30 S WACKER DR P2,60606
20972,2,1489065,SORANO INC.,2144-2146 W DIVISION ST,60622
409989,17,2738649,HZ OPS HOLDINGS INC,7617 S RACINE AVE,60620
313618,39,1800793,"6154 RESTAURANT, INC.",6154 N MILWAUKEE AVE 1-2,60646
470836,12,2757146,Ruben Ramirez,4100 S ASHLAND AVE,60609
455011,8,2642138,EDUCATION & ENTERTAINMENT INC.,9156 S STONY ISLAND AVE 1,60617
27069,27,12632,RUBEN CORTES,1359 W CHICAGO AVE,60642
470202,11,2753427,"MONKEY KING,INC.",2252 S CANAL ST  228,60616
470917,12,2757239,Agustin Martinez,4100 S ASHLAND AVE  89,60609
88619,1,87120,"RAMBUTAN, LLC",2049 W DIVISION ST 1ST,60622
432510,25,2631461,"CONNECT EVENT SERVICES, LLC",2243 S THROOP ST 3RD FLOOR,60608
53295,26,28526,KYUNG JA SONG and JIN HO SONG,1140 N CALIFORNIA AVE  1,60622
284392,1,1545880,PIZZA-METRO INC.,1707 W DIVISION ST,60622
432299,42,2631117,LITTLE INVESTMENTS INC.,131 N CLINTON ST 1ST 5,60661
11474,2,28299,CHR CORPORATION,1072 N MILWAUKEE AVE,60642
432447,1,2631378,ZOILA B MOROCHO,2445 W ARMITAGE AVE 1,60647
356589,11,2060489,"SANTA FE DISTRIBUTORS, LLC",1204 W 36TH PL 1,60609
85528,39,2516569,HEFFERNAN MORGAN RONSLEY INC.,4200 W BRYN MAWR AVE 1 A & B,60646
411184,38,2496119,"HARDCORE IRON MINE, LLC",6628 W IRVING PARK RD 1,60634
426797,33,2594607,TWISTED HIPPO BREWING LLC,2925 W MONTROSE AVE 1,60618
471246,12,2757695,Theodore McGee,4100 S ASHLAND AVE 1ST 64,60609
432237,26,2631055,"TRI-ANT, INC.",849 N ROCKWELL ST  1,60622
308115,1,2184676,GREEN DOG INC.,2231 W CHICAGO AVE,60622
405515,47,2458787,CHE BROADWAY LLC,5010 N BROADWAY  1,60640
16055,2,41097,DIVISION & NOBLE AMOCO,1334 W DIVISION ST 1ST,60622
6244,27,13333,INSULATED PANEL COMPANY,421 N PAULINA ST  1ST,60622
296722,1,1646225,"MOHIL, INC.",505 N ASHLAND AVE,60622
470916,12,2757236,Ivonne Corona,4100 S ASHLAND AVE  638-640,60608
471074,12,2757431,Onesimo De la rosa dejuan,4100 S ASHLAND AVE 1ST OUT/INDOOR,60609
5444,27,11562,"CALIHAN CATERING, INC.",833 W HAINES ST 1,60642
471003,12,2757351,Jenny Conejo,4100 S ASHLAND AVE  1030,60609
67830,2,81015,HONG CHUL LEE,1850 W NORTH AVE 1ST,60622
310172,27,1767068,"4 ELEMENTS SALON, INC.",544 N MILWAUKEE AVE 1,60642
33702,27,38536,"MN CONSTRUCTION CO., INC",1520 N THROOP ST  1ST,60622
470860,12,2757174,Sergio Dominguez,4100 S ASHLAND AVE  1566,60609
23392,1,80543,"1801 DIVISION, INC.",1801 W DIVISION ST  1ST,60622
432365,49,2631251,"FLOWER'S BRAIDING BOUTIQUE, LLC",1949 W HOWARD ST 1ST,60626
357299,33,2060960,"RODRIGUEZ SILVA, INC.",3132-3142 N CALIFORNIA AVE 1ST,60618
427009,28,2615630,EPIPHANY PARTNERS LLC,201-211 S ASHLAND AVE 1,60607
411012,49,2495897,"CLARK FURNITURE, INC.",6801 N CLARK ST 1 1,60626
460987,41,2683718,"DISCOVER MONTESSORI, LLC",7225 W TOUHY AVE 1ST,60631
405415,2,2463598,"1600 N. MILWAUKEE VENTURES, LLC",1600-1618 N MILWAUKEE AVE 1-13,60647
26198,26,9802,ERVA TOOL & DIE CO,3100 W GRAND AVE,60622
470931,12,2757252,roberto alvarez,4100 S ASHLAND AVE  313-323,60609
471121,1,2757530,"Beyond Green Partners, Inc.",1640 W HUBBARD ST  G,60622
326277,39,1884772,"EUNICE ENTERPRISE, INC.",4151 W PETERSON AVE 1ST,60646
297387,45,2214894,"CITY SUBURBAN AUTO SERVICES, INC",5674 N NORTHWEST HWY,60646
311427,32,2601441,"ESKELL, INC.",2029 N WESTERN AVE 1ST,60647
378587,21,2358606,"RACINE MARATHON, INC.",1201 W 87TH ST 1ST,60620
429745,2,2616778,"AVLI TAVERNA, LLC",1335 W WRIGHTWOOD AVE 1,60614
409885,42,2496117,TAWANI PROPERTY MANAGEMENT LLC,104 S MICHIGAN AVE 5TH 500,60603
222564,1,1223687,"BREAD & OLIVE, INC.",1920 W DIVISION ST,60622
64390,39,1069912,"STELLAR RECOGNITION, INC.",5544 W ARMSTRONG AVE,60646
298082,39,1648515,"CRESCENT HOME HEALTHCARE, INC",6160 N CICERO AVE  218,60646
471191,12,2757617,"NATURA L J, INC.",4100 S ASHLAND AVE 656/655 62/63,60609
432080,35,2699203,MARCELA'S CAFE CORP.,3503 W FULLERTON AVE 1,60647
471264,12,2757733,Felissha Anderson,4100 S ASHLAND AVE,60609
425826,35,2584163,"ELSTON & KIMBALL LIQUOR, INC.",3753 N ELSTON AVE 1,60618
471509,12,2758054,Gladys Lozano,4100 S ASHLAND AVE 1ST OUT/INDOOR,60609
469946,11,2749801,"FOUR SEASONS DUMPLING RESTAURANT, INC.",3205 S HALSTED ST,60608
255126,27,1301893,WABI LLC,1136 W CHICAGO AVE,60642
85964,32,3288,SIPI METALS CORP,1720 N ELSTON AVE 1,60622
471352,12,2757830,Maria Garcia,4100 S ASHLAND AVE  OUT/INDOOR,60609
15791,27,39251,KAREN & KALLE DAVOS,445 N HALSTED ST,60642
24757,2,3765,BEAR-STEWART CORP,1025 N DAMEN AVE,60622
328992,42,2003356,THE LIFEWAY KEFIR SHOP LLC,108 N STATE ST LOWER LEVEL,60602
376645,41,2196512,"Riordan Insurance Group, Inc.",6035 N NORTHWEST HWY 2ND 207,60631
338276,2,1938059,"MIKE'S FURNITURE & APPLIANCES, LLC",1259 N ASHLAND AVE 1 & 2,60622
471004,7,2757353,"Sisters in Cinema, NFP",2310 E 75TH ST,60649
357869,42,2374826,Silk Road Technology Inc,100 S WACKER DR 4 425,60606
376896,1,2271628,Wicker Park Athletic Club,1635 W DIVISION ST FIRST,60622
471429,36,2757953,"SUDS QUICK WASH, INC.",5841 W FULLERTON AVE,60639
338663,27,1974124,"WELL-FIT TRIATHLON AND TRAINING, INC.",1700 W HUBBARD ST 1ST 1E,60622
470789,12,2754201,Lorenzo Ramirez,4100 S ASHLAND AVE,60609
